Year,Quarter,Area,Field,Initial Value,First Revised Value,Second Revised Value,Third Revised Value,Fourth Revised Value,Final Value
2024,2,Maryland,Total Quarterly Wages,52175791889,52305099694,52356261485,52392905415,Not applicable,52392905415
2024,2,Massachusetts,Quarterly Establishments,287584,288874,282472,282407,Not applicable,282407
2024,2,Massachusetts,April Employment,3624781,3629229,3628509,3628577,Not applicable,3628577
2024,2,Massachusetts,May Employment,3659927,3665913,3665110,3665144,Not applicable,3665144
2024,2,Massachusetts,June Employment,3708069,3715925,3715131,3715552,Not applicable,3715552
2024,2,Massachusetts,Total Quarterly Wages,83760030732,83909269040,83884199376,83898329965,Not applicable,83898329965
2024,2,Michigan,Quarterly Establishments,345090,313323,299092,299524,Not applicable,299524
2024,2,Michigan,April Employment,4388508,4390476,4389284,4389547,Not applicable,4389547
2024,2,Michigan,May Employment,4458214,4460465,4459416,4459687,Not applicable,4459687
2024,2,Michigan,June Employment,4480502,4481982,4482739,4483122,Not applicable,4483122
2024,2,Michigan,Total Quarterly Wages,73139413434,73163957788,73161400942,73154782551,Not applicable,73154782551
2024,2,Minnesota,Quarterly Establishments,212226,212560,211941,211920,Not applicable,211920
2024,2,Minnesota,April Employment,2905356,2908742,2909820,2910392,Not applicable,2910392
2024,2,Minnesota,May Employment,2956446,2960622,2961978,2962618,Not applicable,2962618
2024,2,Minnesota,June Employment,2985507,2994378,2996239,2996907,Not applicable,2996907
2024,2,Minnesota,Total Quarterly Wages,52114751413,52165424175,52178850909,52189188034,Not applicable,52189188034
2024,2,Mississippi,Quarterly Establishments,89814,89273,89247,89247,Not applicable,89247
2024,2,Mississippi,April Employment,1165753,1168095,1168272,1168251,Not applicable,1168251
2024,2,Mississippi,May Employment,1168164,1170725,1171090,1171067,Not applicable,1171067
2024,2,Mississippi,June Employment,1163786,1166823,1167123,1167104,Not applicable,1167104
2024,2,Mississippi,Total Quarterly Wages,14551457058,14577884754,14577313298,14577065209,Not applicable,14577065209
2024,2,Missouri,Quarterly Establishments,245348,244599,243785,241790,Not applicable,241790
2024,2,Missouri,April Employment,2916698,2917548,2917156,2916906,Not applicable,2916906
2024,2,Missouri,May Employment,2927377,2928376,2927950,2927704,Not applicable,2927704
2024,2,Missouri,June Employment,2927100,2928346,2927964,2927719,Not applicable,2927719
2024,2,Missouri,Total Quarterly Wages,45061276408,45069513170,45069453981,45061126949,Not applicable,45061126949
2024,2,Montana,Quarterly Establishments,63259,63257,63309,63316,Not applicable,63316
2024,2,Montana,April Employment,511369,510928,510728,510920,Not applicable,510920
2024,2,Montana,May Employment,520478,519909,519622,519796,Not applicable,519796
2024,2,Montana,June Employment,528815,528222,527898,528071,Not applicable,528071
2024,2,Montana,Total Quarterly Wages,7524621788,7519660650,7516642453,7517644902,Not applicable,7517644902
2024,2,Nebraska,Quarterly Establishments,77080,77240,77236,77236,Not applicable,77236
2024,2,Nebraska,April Employment,1016238,1016874,1016873,1016873,Not applicable,1016873
2024,2,Nebraska,May Employment,1025152,1025852,1025851,1025851,Not applicable,1025851
2024,2,Nebraska,June Employment,1030851,1031830,1031819,1031819,Not applicable,1031819
2024,2,Nebraska,Total Quarterly Wages,14938003451,14944346228,14944325323,14944325323,Not applicable,14944325323
2024,2,Nevada,Quarterly Establishments,108590,109716,111022,108397,Not applicable,108397
2024,2,Nevada,April Employment,1547083,1548467,1548876,1548874,Not applicable,1548874
2024,2,Nevada,May Employment,1556542,1558245,1558730,1558758,Not applicable,1558758
2024,2,Nevada,June Employment,1548858,1552526,1553087,1553177,Not applicable,1553177
2024,2,Nevada,Total Quarterly Wages,25066077918,25105318961,25113366835,25117028991,Not applicable,25117028991
2024,2,New Hampshire,Quarterly Establishments,66714,66647,66572,66577,Not applicable,66577
2024,2,New Hampshire,April Employment,678857,679041,679192,679260,Not applicable,679260
2024,2,New Hampshire,May Employment,689265,689543,689739,689778,Not applicable,689778
2024,2,New Hampshire,June Employment,699569,700488,700732,700752,Not applicable,700752
2024,2,New Hampshire,Total Quarterly Wages,12926121982,12933318981,12938408334,12938755385,Not applicable,12938755385
2024,2,New Jersey,Quarterly Establishments,338458,329641,324454,324421,Not applicable,324421
2024,2,New Jersey,April Employment,4235778,4234512,4234371,4234347,Not applicable,4234347
2024,2,New Jersey,May Employment,4281061,4278751,4278505,4279509,Not applicable,4279509
2024,2,New Jersey,June Employment,4361089,4357965,4357842,4359472,Not applicable,4359472
2024,2,New Jersey,Total Quarterly Wages,84614066464,84641417756,84666009176,84663392327,Not applicable,84663392327
2024,2,New Mexico,Quarterly Establishments,68416,68102,68103,68103,Not applicable,68103
2024,2,New Mexico,April Employment,867251,869538,869578,869912,Not applicable,869912
2024,2,New Mexico,May Employment,871577,874164,874186,874522,Not applicable,874522
2024,2,New Mexico,June Employment,871912,874388,874434,874790,Not applicable,874790
2024,2,New Mexico,Total Quarterly Wages,13006851602,13042932593,13043554887,13042269964,Not applicable,13042269964
2024,2,New York,Quarterly Establishments,712743,711277,707747,706859,Not applicable,706859
2024,2,New York,April Employment,9602903,9601732,9597947,9679167,Not applicable,9679167
2024,2,New York,May Employment,9672794,9673180,9668926,9750161,Not applicable,9750161
2024,2,New York,June Employment,9762415,9764460,9762395,9843953,Not applicable,9843953
2024,2,New York,Total Quarterly Wages,212290965060,212298732340,212241876063,213349069512,Not applicable,213349069512
2024,2,North Carolina,Quarterly Establishments,379565,373562,374320,374317,Not applicable,374317
2024,2,North Carolina,April Employment,4901185,4904754,4908535,4908720,Not applicable,4908720
2024,2,North Carolina,May Employment,4933792,4938529,4942647,4942866,Not applicable,4942866
2024,2,North Carolina,June Employment,4901958,4911489,4916435,4916717,Not applicable,4916717
2024,2,North Carolina,Total Quarterly Wages,80194156364,80260612740,80345327667,80321427817,Not applicable,80321427817
2024,2,North Dakota,Quarterly Establishments,36498,36493,36494,36494,Not applicable,36494
2024,2,North Dakota,April Employment,425045,425141,425141,425141,Not applicable,425141
2024,2,North Dakota,May Employment,433355,433490,433490,433490,Not applicable,433490
2024,2,North Dakota,June Employment,437409,437657,437657,437657,Not applicable,437657
2024,2,North Dakota,Total Quarterly Wages,6856932129,6861088928,6861088928,6861088928,Not applicable,6861088928
2024,2,Ohio,Quarterly Establishments,341161,342641,342632,342633,Not applicable,342633
2024,2,Ohio,April Employment,5496465,5498776,5499123,5499282,Not applicable,5499282
2024,2,Ohio,May Employment,5554647,5558575,5559062,5558406,Not applicable,5558406
2024,2,Ohio,June Employment,5558126,5565371,5567381,5567555,Not applicable,5567555
2024,2,Ohio,Total Quarterly Wages,87361554952,87417831591,87418229961,87419604390,Not applicable,87419604390
2024,2,Oklahoma,Quarterly Establishments,129282,128679,128686,128686,Not applicable,128686
2024,2,Oklahoma,April Employment,1696252,1696606,1696779,1696779,Not applicable,1696779
2024,2,Oklahoma,May Employment,1698545,1699372,1699574,1699574,Not applicable,1699574
2024,2,Oklahoma,June Employment,1684660,1686199,1686400,1686400,Not applicable,1686400
2024,2,Oklahoma,Total Quarterly Wages,24225105613,24243890235,24231526644,24231526644,Not applicable,24231526644
2024,2,Oregon,Quarterly Establishments,196123,192598,189402,186538,Not applicable,186538
2024,2,Oregon,April Employment,1993271,1993328,1994213,1994827,Not applicable,1994827
2024,2,Oregon,May Employment,2004138,2004759,2005899,2006505,Not applicable,2006505
2024,2,Oregon,June Employment,2019227,2020545,2023704,2024284,Not applicable,2024284
2024,2,Oregon,Total Quarterly Wages,34873222176,34876832136,34872479660,34885113639,Not applicable,34885113639
2024,2,Pennsylvania,Quarterly Establishments,393561,388646,388650,388650,Not applicable,388650
2024,2,Pennsylvania,April Employment,5999488,6000387,6000117,6000117,Not applicable,6000117
2024,2,Pennsylvania,May Employment,6050457,6051125,6050792,6050792,Not applicable,6050792
2024,2,Pennsylvania,June Employment,6067507,6069942,6069124,6069164,Not applicable,6069164
2024,2,Pennsylvania,Total Quarterly Wages,104051550480,104073076249,104039363905,104039363905,Not applicable,104039363905
2024,2,Rhode Island,Quarterly Establishments,48763,48953,49028,49028,Not applicable,49028
2024,2,Rhode Island,April Employment,491802,492076,492063,492063,Not applicable,492063
2024,2,Rhode Island,May Employment,498342,498699,498688,498688,Not applicable,498688
2024,2,Rhode Island,June Employment,504659,505095,505108,505108,Not applicable,505108
2024,2,Rhode Island,Total Quarterly Wages,8144104187,8147756225,8147756226,8147756226,Not applicable,8147756226
2024,2,South Carolina,Quarterly Establishments,188430,188611,188636,188621,Not applicable,188621
2024,2,South Carolina,April Employment,2282177,2280193,2280241,2280435,Not applicable,2280435
2024,2,South Carolina,May Employment,2294102,2291864,2291880,2292074,Not applicable,2292074
2024,2,South Carolina,June Employment,2290141,2301092,2301160,2301359,Not applicable,2301359
2024,2,South Carolina,Total Quarterly Wages,33748947457,33741529894,33744251736,33748642208,Not applicable,33748642208
2024,2,South Dakota,Quarterly Establishments,40232,40213,40224,40224,Not applicable,40224
2024,2,South Dakota,April Employment,453830,454074,454077,454077,Not applicable,454077
2024,2,South Dakota,May Employment,463983,464294,464297,464297,Not applicable,464297
2024,2,South Dakota,June Employment,470344,470730,470733,470733,Not applicable,470733
2024,2,South Dakota,Total Quarterly Wages,6458940473,6461369998,6461401393,6461401393,Not applicable,6461401393
2024,2,Tennessee,Quarterly Establishments,234917,235331,233753,233450,Not applicable,233450
2024,2,Tennessee,April Employment,3273055,3276836,3273736,3273878,Not applicable,3273878
2024,2,Tennessee,May Employment,3287307,3291543,3288660,3288367,Not applicable,3288367
2024,2,Tennessee,June Employment,3287442,3292049,3289267,3289414,Not applicable,3289414
2024,2,Tennessee,Total Quarterly Wages,53245968153,53340743756,53317006213,53320001758,Not applicable,53320001758
2024,2,Texas,Quarterly Establishments,840923,844647,844610,844568,Not applicable,844568
2024,2,Texas,April Employment,13883231,13887989,13893167,13893463,Not applicable,13893463
2024,2,Texas,May Employment,13932821,13938261,13943685,13943986,Not applicable,13943986
2024,2,Texas,June Employment,13905729,13922152,13934365,13934256,Not applicable,13934256
2024,2,Texas,Total Quarterly Wages,249686022438,249709804807,249689641832,249690243689,Not applicable,249690243689
2024,2,Utah,Quarterly Establishments,138236,138241,138240,138240,Not applicable,138240
2024,2,Utah,April Employment,1708930,1706740,1707058,1707058,Not applicable,1707058
2024,2,Utah,May Employment,1716482,1715123,1715085,1715056,Not applicable,1715056
2024,2,Utah,June Employment,1715209,1714381,1714353,1714324,Not applicable,1714324
2024,2,Utah,Total Quarterly Wages,27832682011,27816062803,27530678686,27815351092,Not applicable,27815351092
2024,2,Vermont,Quarterly Establishments,32808,32808,32494,31812,Not applicable,31812
2024,2,Vermont,April Employment,304901,305063,305184,305199,Not applicable,305199
2024,2,Vermont,May Employment,306666,306968,307133,307140,Not applicable,307140
2024,2,Vermont,June Employment,310758,311201,311392,311428,Not applicable,311428
2024,2,Vermont,Total Quarterly Wages,4902973016,4909269013,4910355713,4907178550,Not applicable,4907178550
2024,2,Virginia,Quarterly Establishments,319920,321160,321167,321165,Not applicable,321165
2024,2,Virginia,April Employment,4092886,4093307,4093836,4094200,Not applicable,4094200
2024,2,Virginia,May Employment,4113283,4114001,4114522,4114984,Not applicable,4114984
2024,2,Virginia,June Employment,4140772,4142312,4142982,4143670,Not applicable,4143670
2024,2,Virginia,Total Quarterly Wages,76832075708,76797190914,76809221529,76814591931,Not applicable,76814591931
2024,2,Washington,Quarterly Establishments,234668,236482,237664,237747,Not applicable,237747
2024,2,Washington,April Employment,3593002,3581876,3571824,3571608,Not applicable,3571608
2024,2,Washington,May Employment,3621167,3610030,3599604,3599385,Not applicable,3599385
2024,2,Washington,June Employment,3674310,3663518,3652483,3652258,Not applicable,3652258
2024,2,Washington,Total Quarterly Wages,83817751932,84008529934,83950130167,83944955710,Not applicable,83944955710
2024,2,West Virginia,Quarterly Establishments,61735,61859,61389,61348,Not applicable,61348
2024,2,West Virginia,April Employment,695352,697997,697550,698305,Not applicable,698305
2024,2,West Virginia,May Employment,701368,703937,703366,704116,Not applicable,704116
2024,2,West Virginia,June Employment,700079,704155,703591,704339,Not applicable,704339
2024,2,West Virginia,Total Quarterly Wages,10242749874,10263770493,10247166888,10261281838,Not applicable,10261281838
2024,2,Wisconsin,Quarterly Establishments,208458,207823,206166,201855,Not applicable,201855
2024,2,Wisconsin,April Employment,2925991,2929526,2930110,2931052,Not applicable,2931052
2024,2,Wisconsin,May Employment,2957270,2958384,2959097,2960149,Not applicable,2960149
2024,2,Wisconsin,June Employment,2990806,2991818,2992736,2994062,Not applicable,2994062
2024,2,Wisconsin,Total Quarterly Wages,44901725892,44937059562,44942519882,44957555450,Not applicable,44957555450
2024,2,Wyoming,Quarterly Establishments,30979,30814,30544,30540,Not applicable,30540
2024,2,Wyoming,April Employment,275432,276267,276277,276275,Not applicable,276275
2024,2,Wyoming,May Employment,282590,283578,283524,283522,Not applicable,283522
2024,2,Wyoming,June Employment,290904,291986,292037,292035,Not applicable,292035
2024,2,Wyoming,Total Quarterly Wages,4210939765,4223938070,4222312295,4222270221,Not applicable,4222270221
2024,2,Puerto Rico,Quarterly Establishments,54547,52657,52160,52288,Not applicable,52288
2024,2,Puerto Rico,April Employment,944237,944871,944706,944816,Not applicable,944816
2024,2,Puerto Rico,May Employment,944035,944831,944647,944766,Not applicable,944766
2024,2,Puerto Rico,June Employment,943967,944291,944725,944759,Not applicable,944759
2024,2,Puerto Rico,Total Quarterly Wages,7992186604,8002086864,8002588024,8002829937,Not applicable,8002829937
2024,2,Virgin Islands,Quarterly Establishments,3910,3921,3921,3928,Not applicable,3928
2024,2,Virgin Islands,April Employment,36318,36391,36443,36440,Not applicable,36440
2024,2,Virgin Islands,May Employment,36183,36273,36236,36195,Not applicable,36195
2024,2,Virgin Islands,June Employment,36449,36538,36606,36579,Not applicable,36579
2024,2,Virgin Islands,Total Quarterly Wages,476726646,478199285,478390238,478363707,Not applicable,478363707
2024,3,United States,Quarterly Establishments,12297414,12162989,12102194,Not applicable,Not applicable,12102194
2024,3,United States,July Employment,153843550,153964602,154052187,Not applicable,Not applicable,154052187
2024,3,United States,August Employment,154794539,154933929,155024366,Not applicable,Not applicable,155024366
2024,3,United States,September Employment,155360357,155553953,155644433,Not applicable,Not applicable,155644433
2024,3,United States,Total Quarterly Wages,2803068632090,2804354046873,2805442249539,Not applicable,Not applicable,2805442249539
2024,3,Alabama,Quarterly Establishments,162453,160912,160834,Not applicable,Not applicable,160834
2024,3,Alabama,July Employment,2093778,2099577,2100483,Not applicable,Not applicable,2100483
2024,3,Alabama,August Employment,2099839,2105838,2106578,Not applicable,Not applicable,2106578
2024,3,Alabama,September Employment,2099750,2106331,2107177,Not applicable,Not applicable,2107177
2024,3,Alabama,Total Quarterly Wages,31950087501,31976092265,32001593891,Not applicable,Not applicable,32001593891
2024,3,Alaska,Quarterly Establishments,25494,25608,25520,Not applicable,Not applicable,25520
2024,3,Alaska,July Employment,345042,345287,345528,Not applicable,Not applicable,345528
2024,3,Alaska,August Employment,346070,346355,346674,Not applicable,Not applicable,346674
2024,3,Alaska,September Employment,342011,342504,342778,Not applicable,Not applicable,342778
2024,3,Alaska,Total Quarterly Wages,6188301980,6194322004,6199172765,Not applicable,Not applicable,6199172765
2024,3,Arizona,Quarterly Establishments,222329,224049,224701,Not applicable,Not applicable,224701
2024,3,Arizona,July Employment,3092466,3119861,3124836,Not applicable,Not applicable,3124836
2024,3,Arizona,August Employment,3169694,3199229,3204289,Not applicable,Not applicable,3204289
2024,3,Arizona,September Employment,3187204,3216480,3221717,Not applicable,Not applicable,3221717
2024,3,Arizona,Total Quarterly Wages,53925810279,54095581895,54119794902,Not applicable,Not applicable,54119794902
2024,3,Arkansas,Quarterly Establishments,103634,103602,103658,Not applicable,Not applicable,103658
2024,3,Arkansas,July Employment,1261211,1260488,1260689,Not applicable,Not applicable,1260689
2024,3,Arkansas,August Employment,1288264,1288099,1288293,Not applicable,Not applicable,1288293
2024,3,Arkansas,September Employment,1301137,1304284,1304498,Not applicable,Not applicable,1304498
2024,3,Arkansas,Total Quarterly Wages,18248809775,18246246915,18250213169,Not applicable,Not applicable,18250213169
2024,3,California,Quarterly Establishments,1926284,1870469,1871976,Not applicable,Not applicable,1871976
2024,3,California,July Employment,18055795,18075714,18059258,Not applicable,Not applicable,18059258
2024,3,California,August Employment,18181655,18207914,18189899,Not applicable,Not applicable,18189899
2024,3,California,September Employment,18209672,18241291,18223978,Not applicable,Not applicable,18223978
2024,3,California,Total Quarterly Wages,399760182540,399878673145,399680477307,Not applicable,Not applicable,399680477307
2024,3,Colorado,Quarterly Establishments,250770,250715,250703,Not applicable,Not applicable,250703
2024,3,Colorado,July Employment,2927110,2924949,2924901,Not applicable,Not applicable,2924901
2024,3,Colorado,August Employment,2927777,2925856,2925634,Not applicable,Not applicable,2925634
2024,3,Colorado,September Employment,2902096,2905059,2904667,Not applicable,Not applicable,2904667
2024,3,Colorado,Total Quarterly Wages,56379228699,56382524450,56392251551,Not applicable,Not applicable,56392251551
2024,3,Connecticut,Quarterly Establishments,150325,150242,150227,Not applicable,Not applicable,150227
2024,3,Connecticut,July Employment,1673260,1674239,1674783,Not applicable,Not applicable,1674783
2024,3,Connecticut,August Employment,1670511,1671493,1672037,Not applicable,Not applicable,1672037
2024,3,Connecticut,September Employment,1690742,1691362,1691891,Not applicable,Not applicable,1691891
2024,3,Connecticut,Total Quarterly Wages,33705031715,33716282033,33723952264,Not applicable,Not applicable,33723952264
2024,3,Delaware,Quarterly Establishments,44602,45471,46086,Not applicable,Not applicable,46086
2024,3,Delaware,July Employment,481725,483024,482972,Not applicable,Not applicable,482972
2024,3,Delaware,August Employment,480874,481951,481776,Not applicable,Not applicable,481776
2024,3,Delaware,September Employment,479188,480592,480563,Not applicable,Not applicable,480563
2024,3,Delaware,Total Quarterly Wages,8308593052,8328720842,8330088805,Not applicable,Not applicable,8330088805
2024,3,District of Columbia,Quarterly Establishments,52334,52334,52051,Not applicable,Not applicable,52051
2024,3,District of Columbia,July Employment,761698,761877,762249,Not applicable,Not applicable,762249
2024,3,District of Columbia,August Employment,753161,753270,754030,Not applicable,Not applicable,754030
2024,3,District of Columbia,September Employment,760264,759888,760756,Not applicable,Not applicable,760756
2024,3,District of Columbia,Total Quarterly Wages,22578977355,22429032286,22339169500,Not applicable,Not applicable,22339169500
2024,3,Florida,Quarterly Establishments,908521,892669,865850,Not applicable,Not applicable,865850
2024,3,Florida,July Employment,9647243,9647580,9647367,Not applicable,Not applicable,9647367
2024,3,Florida,August Employment,9806157,9808639,9808377,Not applicable,Not applicable,9808377
2024,3,Florida,September Employment,9832116,9833503,9833199,Not applicable,Not applicable,9833199
2024,3,Florida,Total Quarterly Wages,161900463435,162017107750,162013540638,Not applicable,Not applicable,162013540638
2024,3,Georgia,Quarterly Establishments,394017,393333,392348,Not applicable,Not applicable,392348
2024,3,Georgia,July Employment,4840648,4842321,4842176,Not applicable,Not applicable,4842176
2024,3,Georgia,August Employment,4861167,4863440,4863330,Not applicable,Not applicable,4863330
2024,3,Georgia,September Employment,4853653,4857214,4857112,Not applicable,Not applicable,4857112
2024,3,Georgia,Total Quarterly Wages,82246799777,82291289986,82292360504,Not applicable,Not applicable,82292360504
2024,3,Hawaii,Quarterly Establishments,60641,60625,60608,Not applicable,Not applicable,60608
2024,3,Hawaii,July Employment,635622,635197,635224,Not applicable,Not applicable,635224
2024,3,Hawaii,August Employment,633167,632963,633008,Not applicable,Not applicable,633008
2024,3,Hawaii,September Employment,639408,639164,639231,Not applicable,Not applicable,639231
2024,3,Hawaii,Total Quarterly Wages,10739961249,10760628251,10759654153,Not applicable,Not applicable,10759654153
2024,3,Idaho,Quarterly Establishments,102838,103587,104098,Not applicable,Not applicable,104098
2024,3,Idaho,July Employment,871432,872225,872579,Not applicable,Not applicable,872579
2024,3,Idaho,August Employment,872677,873329,873689,Not applicable,Not applicable,873689
2024,3,Idaho,September Employment,867868,868435,868802,Not applicable,Not applicable,868802
2024,3,Idaho,Total Quarterly Wages,12739379265,12748441248,12753776629,Not applicable,Not applicable,12753776629
2024,3,Illinois,Quarterly Establishments,410942,405989,398698,Not applicable,Not applicable,398698
2024,3,Illinois,July Employment,6034302,6038064,6041517,Not applicable,Not applicable,6041517
2024,3,Illinois,August Employment,6049057,6052612,6056494,Not applicable,Not applicable,6056494
2024,3,Illinois,September Employment,6083948,6089153,6090611,Not applicable,Not applicable,6090611
2024,3,Illinois,Total Quarterly Wages,110029189502,110074041669,110115041106,Not applicable,Not applicable,110115041106
2024,3,Indiana,Quarterly Establishments,192827,194649,194645,Not applicable,Not applicable,194645
2024,3,Indiana,July Employment,3151386,3154367,3154371,Not applicable,Not applicable,3154371
2024,3,Indiana,August Employment,3198885,3201551,3201594,Not applicable,Not applicable,3201594
2024,3,Indiana,September Employment,3190999,3194399,3194795,Not applicable,Not applicable,3194795
2024,3,Indiana,Total Quarterly Wages,48166461465,48193601752,48193546221,Not applicable,Not applicable,48193546221
2024,3,Iowa,Quarterly Establishments,111792,111654,111660,Not applicable,Not applicable,111660
2024,3,Iowa,July Employment,1562684,1565508,1565679,Not applicable,Not applicable,1565679
2024,3,Iowa,August Employment,1560752,1563822,1564000,Not applicable,Not applicable,1564000
2024,3,Iowa,September Employment,1559463,1563289,1563459,Not applicable,Not applicable,1563459
2024,3,Iowa,Total Quarterly Wages,23408385173,23448262860,23449506200,Not applicable,Not applicable,23449506200
2024,3,Kansas,Quarterly Establishments,102868,101299,100409,Not applicable,Not applicable,100409
2024,3,Kansas,July Employment,1416462,1416681,1416633,Not applicable,Not applicable,1416633
2024,3,Kansas,August Employment,1425952,1425895,1425785,Not applicable,Not applicable,1425785
2024,3,Kansas,September Employment,1430370,1430650,1430561,Not applicable,Not applicable,1430561
2024,3,Kansas,Total Quarterly Wages,21043581821,21041605111,21038644875,Not applicable,Not applicable,21038644875
2024,3,Kentucky,Quarterly Establishments,158450,159012,159181,Not applicable,Not applicable,159181
2024,3,Kentucky,July Employment,1927878,1927011,1927266,Not applicable,Not applicable,1927266
2024,3,Kentucky,August Employment,1991929,1990737,1991532,Not applicable,Not applicable,1991532
2024,3,Kentucky,September Employment,2002072,2001621,2002491,Not applicable,Not applicable,2002491
2024,3,Kentucky,Total Quarterly Wages,28960271797,28947384724,28947958557,Not applicable,Not applicable,28947958557
2024,3,Louisiana,Quarterly Establishments,156150,156126,155787,Not applicable,Not applicable,155787
2024,3,Louisiana,July Employment,1900282,1907826,1908946,Not applicable,Not applicable,1908946
2024,3,Louisiana,August Employment,1917709,1925009,1926223,Not applicable,Not applicable,1926223
2024,3,Louisiana,September Employment,1908096,1914224,1915662,Not applicable,Not applicable,1915662
2024,3,Louisiana,Total Quarterly Wages,28566673363,28610556150,28627725209,Not applicable,Not applicable,28627725209
2024,3,Maine,Quarterly Establishments,65976,65726,65911,Not applicable,Not applicable,65911
2024,3,Maine,July Employment,667395,669004,670375,Not applicable,Not applicable,670375
2024,3,Maine,August Employment,666366,667951,669205,Not applicable,Not applicable,669205
2024,3,Maine,September Employment,657845,659275,660562,Not applicable,Not applicable,660562
2024,3,Maine,Total Quarterly Wages,10147330937,10167935102,10161587564,Not applicable,Not applicable,10161587564
2024,3,Maryland,Quarterly Establishments,213488,198814,197361,Not applicable,Not applicable,197361
2024,3,Maryland,July Employment,2767965,2771056,2775810,Not applicable,Not applicable,2775810
2024,3,Maryland,August Employment,2768402,2772139,2777503,Not applicable,Not applicable,2777503
2024,3,Maryland,September Employment,2765724,2770742,2776503,Not applicable,Not applicable,2776503
2024,3,Maryland,Total Quarterly Wages,52935356151,53013375090,53057580956,Not applicable,Not applicable,53057580956
2024,3,Massachusetts,Quarterly Establishments,291307,286938,286812,Not applicable,Not applicable,286812
2024,3,Massachusetts,July Employment,3658041,3667134,3667121,Not applicable,Not applicable,3667121
2024,3,Massachusetts,August Employment,3642156,3651435,3651448,Not applicable,Not applicable,3651448
2024,3,Massachusetts,September Employment,3647391,3657271,3658581,Not applicable,Not applicable,3658581
2024,3,Massachusetts,Total Quarterly Wages,82363962833,82516798510,82525331570,Not applicable,Not applicable,82525331570
2024,3,Michigan,Quarterly Establishments,317953,304453,305045,Not applicable,Not applicable,305045
2024,3,Michigan,July Employment,4405993,4405400,4405648,Not applicable,Not applicable,4405648
2024,3,Michigan,August Employment,4445098,4443831,4444054,Not applicable,Not applicable,4444054
2024,3,Michigan,September Employment,4440880,4441075,4441436,Not applicable,Not applicable,4441436
2024,3,Michigan,Total Quarterly Wages,72921581108,72928532869,72930452609,Not applicable,Not applicable,72930452609
2024,3,Minnesota,Quarterly Establishments,214687,213780,213932,Not applicable,Not applicable,213932
2024,3,Minnesota,July Employment,2934937,2935729,2936675,Not applicable,Not applicable,2936675
2024,3,Minnesota,August Employment,2945620,2946569,2947686,Not applicable,Not applicable,2947686
2024,3,Minnesota,September Employment,2948145,2950907,2952291,Not applicable,Not applicable,2952291
2024,3,Minnesota,Total Quarterly Wages,53122310391,53128518615,53141624685,Not applicable,Not applicable,53141624685
2024,3,Mississippi,Quarterly Establishments,90490,89922,89919,Not applicable,Not applicable,89919
2024,3,Mississippi,July Employment,1160630,1161965,1161656,Not applicable,Not applicable,1161656
2024,3,Mississippi,August Employment,1169237,1170839,1170538,Not applicable,Not applicable,1170538
2024,3,Mississippi,September Employment,1170894,1172349,1172088,Not applicable,Not applicable,1172088
2024,3,Mississippi,Total Quarterly Wages,14566439658,14578442265,14576009064,Not applicable,Not applicable,14576009064
2024,3,Missouri,Quarterly Establishments,247952,247372,244389,Not applicable,Not applicable,244389
2024,3,Missouri,July Employment,2840283,2842803,2842264,Not applicable,Not applicable,2842264
2024,3,Missouri,August Employment,2870692,2873680,2873093,Not applicable,Not applicable,2873093
2024,3,Missouri,September Employment,2911672,2915079,2914575,Not applicable,Not applicable,2914575
2024,3,Missouri,Total Quarterly Wages,44721499631,44748910680,44741573301,Not applicable,Not applicable,44741573301
2024,3,Montana,Quarterly Establishments,64476,64484,64539,Not applicable,Not applicable,64539
2024,3,Montana,July Employment,516452,516000,515867,Not applicable,Not applicable,515867
2024,3,Montana,August Employment,518628,518513,518440,Not applicable,Not applicable,518440
2024,3,Montana,September Employment,520202,520156,520081,Not applicable,Not applicable,520081
2024,3,Montana,Total Quarterly Wages,7580113555,7577380360,7576839884,Not applicable,Not applicable,7576839884
2024,3,Nebraska,Quarterly Establishments,77868,76860,76856,Not applicable,Not applicable,76856
2024,3,Nebraska,July Employment,1020372,1021031,1021031,Not applicable,Not applicable,1021031
2024,3,Nebraska,August Employment,1019241,1019892,1019892,Not applicable,Not applicable,1019892
2024,3,Nebraska,September Employment,1022181,1022961,1022972,Not applicable,Not applicable,1022972
2024,3,Nebraska,Total Quarterly Wages,15318077296,15324497886,15324529109,Not applicable,Not applicable,15324529109
2024,3,Nevada,Quarterly Establishments,108726,109653,107282,Not applicable,Not applicable,107282
2024,3,Nevada,July Employment,1539171,1540495,1541098,Not applicable,Not applicable,1541098
2024,3,Nevada,August Employment,1547771,1549895,1550183,Not applicable,Not applicable,1550183
2024,3,Nevada,September Employment,1555577,1558483,1558784,Not applicable,Not applicable,1558784
2024,3,Nevada,Total Quarterly Wages,25349643654,25381416495,25387390951,Not applicable,Not applicable,25387390951
2024,3,New Hampshire,Quarterly Establishments,67839,67778,67466,Not applicable,Not applicable,67466
2024,3,New Hampshire,July Employment,688702,689088,689203,Not applicable,Not applicable,689203
2024,3,New Hampshire,August Employment,693125,693431,693586,Not applicable,Not applicable,693586
2024,3,New Hampshire,September Employment,691234,691706,692012,Not applicable,Not applicable,692012
2024,3,New Hampshire,Total Quarterly Wages,12614868869,12622346510,12626639753,Not applicable,Not applicable,12626639753
2024,3,New Jersey,Quarterly Establishments,333061,327481,324030,Not applicable,Not applicable,324030
