Year,Quarter,Area,Field,Initial Value,First Revised Value,Second Revised Value,Third Revised Value,Fourth Revised Value,Final Value
2022,2,Hawaii,Quarterly Establishments,51556,51752,51874,51738,Not applicable,51738
2022,2,Hawaii,April Employment,616063,617033,616926,616977,Not applicable,616977
2022,2,Hawaii,May Employment,615941,616913,616888,616937,Not applicable,616937
2022,2,Hawaii,June Employment,612602,616361,616359,616401,Not applicable,616401
2022,2,Hawaii,Total Quarterly Wages,9207598008,9223819646,9232930327,9236704456,Not applicable,9236704456
2022,2,Idaho,Quarterly Establishments,83170,84581,85068,85354,Not applicable,85354
2022,2,Idaho,April Employment,811647,812480,812626,812667,Not applicable,812667
2022,2,Idaho,May Employment,819180,820081,820221,820292,Not applicable,820292
2022,2,Idaho,June Employment,824150,825676,830463,830506,Not applicable,830506
2022,2,Idaho,Total Quarterly Wages,10729036759,10731543507,10724358354,10727503561,Not applicable,10727503561
2022,2,Illinois,Quarterly Establishments,407973,403876,397530,393541,Not applicable,393541
2022,2,Illinois,April Employment,5870573,5871129,5875166,5875318,Not applicable,5875318
2022,2,Illinois,May Employment,5920000,5921835,5926124,5926352,Not applicable,5926352
2022,2,Illinois,June Employment,5959269,5969247,5986400,5987062,Not applicable,5987062
2022,2,Illinois,Total Quarterly Wages,101913183409,101924359658,101958346928,101968891511,Not applicable,101968891511
2022,2,Indiana,Quarterly Establishments,184640,183265,183312,183301,Not applicable,183301
2022,2,Indiana,April Employment,3090762,3096953,3097338,3097788,Not applicable,3097788
2022,2,Indiana,May Employment,3112755,3119022,3119701,3120033,Not applicable,3120033
2022,2,Indiana,June Employment,3087833,3118775,3118923,3119423,Not applicable,3119423
2022,2,Indiana,Total Quarterly Wages,43586775710,43694565384,43694852292,43698950087,Not applicable,43698950087
2022,2,Iowa,Quarterly Establishments,110192,110678,110669,110667,Not applicable,110667
2022,2,Iowa,April Employment,1532474,1534647,1534277,1534267,Not applicable,1534267
2022,2,Iowa,May Employment,1543147,1545878,1545483,1545473,Not applicable,1545473
2022,2,Iowa,June Employment,1555253,1565594,1565188,1565178,Not applicable,1565178
2022,2,Iowa,Total Quarterly Wages,21210949178,21239667264,21233193914,21233058537,Not applicable,21233058537
2022,2,Kansas,Quarterly Establishments,93827,93705,92810,92710,Not applicable,92710
2022,2,Kansas,April Employment,1386627,1387661,1387565,1387380,Not applicable,1387380
2022,2,Kansas,May Employment,1392232,1393723,1393431,1393244,Not applicable,1393244
2022,2,Kansas,June Employment,1381206,1383697,1384984,1384767,Not applicable,1384767
2022,2,Kansas,Total Quarterly Wages,18735762055,18762494447,18760066551,18752411878,Not applicable,18752411878
2022,2,Kentucky,Quarterly Establishments,140918,141498,141901,142114,Not applicable,142114
2022,2,Kentucky,April Employment,1892134,1911274,1914457,1914409,Not applicable,1914409
2022,2,Kentucky,May Employment,1901079,1920654,1923703,1923679,Not applicable,1923679
2022,2,Kentucky,June Employment,1886865,1915735,1920202,1920167,Not applicable,1920167
2022,2,Kentucky,Total Quarterly Wages,26326147924,26597417555,26644805984,26640230287,Not applicable,26640230287
2022,2,Louisiana,Quarterly Establishments,149932,149511,148917,148333,Not applicable,148333
2022,2,Louisiana,April Employment,1853452,1855425,1858366,1861035,Not applicable,1861035
2022,2,Louisiana,May Employment,1857007,1859946,1862961,1865623,Not applicable,1865623
2022,2,Louisiana,June Employment,1836979,1841367,1853332,1856165,Not applicable,1856165
2022,2,Louisiana,Total Quarterly Wages,25641919960,25670212723,25701678043,25729085122,Not applicable,25729085122
2022,2,Maine,Quarterly Establishments,61610,61495,61646,61684,Not applicable,61684
2022,2,Maine,April Employment,614129,614287,614715,614864,Not applicable,614864
2022,2,Maine,May Employment,625809,626163,626723,626966,Not applicable,626966
2022,2,Maine,June Employment,637605,639339,640434,640756,Not applicable,640756
2022,2,Maine,Total Quarterly Wages,8839671048,8846979816,8860773644,8864598286,Not applicable,8864598286
2022,2,Maryland,Quarterly Establishments,184929,185263,185916,188037,Not applicable,188037
2022,2,Maryland,April Employment,2628157,2640814,2635994,2635181,Not applicable,2635181
2022,2,Maryland,May Employment,2646761,2659563,2654752,2654094,Not applicable,2654094
2022,2,Maryland,June Employment,2640272,2664799,2661334,2660858,Not applicable,2660858
2022,2,Maryland,Total Quarterly Wages,47247712882,47379922465,47276939882,47282827899,Not applicable,47282827899
2022,2,Massachusetts,Quarterly Establishments,288467,289527,289359,289333,Not applicable,289333
2022,2,Massachusetts,April Employment,3574291,3577911,3578082,3578244,Not applicable,3578244
2022,2,Massachusetts,May Employment,3598620,3603723,3604031,3604208,Not applicable,3604208
2022,2,Massachusetts,June Employment,3654275,3660447,3660723,3660692,Not applicable,3660692
2022,2,Massachusetts,Total Quarterly Wages,76824755431,76926198640,76947717479,76947376905,Not applicable,76947376905
2022,2,Michigan,Quarterly Establishments,289593,291439,292440,293034,Not applicable,293034
2022,2,Michigan,April Employment,4270336,4272649,4274043,4274509,Not applicable,4274509
2022,2,Michigan,May Employment,4318996,4321458,4323111,4323603,Not applicable,4323603
2022,2,Michigan,June Employment,4326638,4351773,4354619,4355723,Not applicable,4355723
2022,2,Michigan,Total Quarterly Wages,66235350747,66252314099,66258030905,66263028056,Not applicable,66263028056
2022,2,Minnesota,Quarterly Establishments,197803,198214,200298,198754,Not applicable,198754
2022,2,Minnesota,April Employment,2828885,2829955,2828584,2830800,Not applicable,2830800
2022,2,Minnesota,May Employment,2873637,2875113,2873985,2876381,Not applicable,2876381
2022,2,Minnesota,June Employment,2876572,2887204,2894902,2897417,Not applicable,2897417
2022,2,Minnesota,Total Quarterly Wages,47913980051,47897434256,47938099066,47985946467,Not applicable,47985946467
2022,2,Mississippi,Quarterly Establishments,79452,79911,80225,80215,Not applicable,80215
2022,2,Mississippi,April Employment,1139120,1142865,1142108,1141834,Not applicable,1141834
2022,2,Mississippi,May Employment,1141910,1144871,1144305,1144062,Not applicable,1144062
2022,2,Mississippi,June Employment,1136558,1142409,1141782,1141605,Not applicable,1141605
2022,2,Mississippi,Total Quarterly Wages,13131602318,13152278416,13154031487,13156226337,Not applicable,13156226337
2022,2,Missouri,Quarterly Establishments,231648,231861,231728,231639,Not applicable,231639
2022,2,Missouri,April Employment,2824333,2825546,2825052,2825310,Not applicable,2825310
2022,2,Missouri,May Employment,2840269,2841149,2840418,2840676,Not applicable,2840676
2022,2,Missouri,June Employment,2851967,2852729,2852087,2852372,Not applicable,2852372
2022,2,Missouri,Total Quarterly Wages,40803630685,40828939932,40829692726,40832719627,Not applicable,40832719627
2022,2,Montana,Quarterly Establishments,59353,59363,59313,59303,Not applicable,59303
2022,2,Montana,April Employment,492590,492400,492421,492542,Not applicable,492542
2022,2,Montana,May Employment,498859,498688,498745,498955,Not applicable,498955
2022,2,Montana,June Employment,504844,505683,505755,505895,Not applicable,505895
2022,2,Montana,Total Quarterly Wages,6665818225,6664665604,6664490879,6665106869,Not applicable,6665106869
2022,2,Nebraska,Quarterly Establishments,79895,78564,78549,78549,Not applicable,78549
2022,2,Nebraska,April Employment,977141,978506,978491,978491,Not applicable,978491
2022,2,Nebraska,May Employment,981816,984556,984317,984317,Not applicable,984317
2022,2,Nebraska,June Employment,988519,992876,992640,992640,Not applicable,992640
2022,2,Nebraska,Total Quarterly Wages,13536212482,13526535960,13524388025,13524388025,Not applicable,13524388025
2022,2,Nevada,Quarterly Establishments,106941,108066,105910,105792,Not applicable,105792
2022,2,Nevada,April Employment,1462134,1461166,1460563,1461523,Not applicable,1461523
2022,2,Nevada,May Employment,1469658,1469200,1469092,1470507,Not applicable,1470507
2022,2,Nevada,June Employment,1462363,1475007,1475088,1476240,Not applicable,1476240
2022,2,Nevada,Total Quarterly Wages,22142514098,22093406646,22080318079,22089481164,Not applicable,22089481164
2022,2,New Hampshire,Quarterly Establishments,62365,62031,62047,62036,Not applicable,62036
2022,2,New Hampshire,April Employment,664423,664517,664525,664496,Not applicable,664496
2022,2,New Hampshire,May Employment,670532,670829,670872,670834,Not applicable,670834
2022,2,New Hampshire,June Employment,671902,679426,679453,679423,Not applicable,679423
2022,2,New Hampshire,Total Quarterly Wages,11730128751,11732797192,11732784426,11731864434,Not applicable,11731864434
2022,2,New Jersey,Quarterly Establishments,321749,314826,314971,309494,Not applicable,309494
2022,2,New Jersey,April Employment,4121689,4117503,4116793,4115982,Not applicable,4115982
2022,2,New Jersey,May Employment,4161660,4157968,4157329,4156662,Not applicable,4156662
2022,2,New Jersey,June Employment,4221942,4223685,4223775,4222775,Not applicable,4222775
2022,2,New Jersey,Total Quarterly Wages,78027551770,78037239163,78035250787,78029414641,Not applicable,78029414641
2022,2,New Mexico,Quarterly Establishments,69642,69769,66470,66509,Not applicable,66509
2022,2,New Mexico,April Employment,827791,829303,830181,831131,Not applicable,831131
2022,2,New Mexico,May Employment,829985,831911,832813,833772,Not applicable,833772
2022,2,New Mexico,June Employment,822410,825645,826426,827484,Not applicable,827484
2022,2,New Mexico,Total Quarterly Wages,11180417864,11201706947,11209427573,11216561786,Not applicable,11216561786
2022,2,New York,Quarterly Establishments,672213,672048,678677,681799,Not applicable,681799
2022,2,New York,April Employment,9182385,9189863,9191743,9192238,Not applicable,9192238
2022,2,New York,May Employment,9275701,9282049,9282753,9283183,Not applicable,9283183
2022,2,New York,June Employment,9341476,9397769,9401159,9401610,Not applicable,9401610
2022,2,New York,Total Quarterly Wages,191215519719,191033665400,190979740673,190990001317,Not applicable,190990001317
2022,2,North Carolina,Quarterly Establishments,344029,344885,344812,344797,Not applicable,344797
2022,2,North Carolina,April Employment,4673518,4676384,4676440,4676005,Not applicable,4676005
2022,2,North Carolina,May Employment,4708227,4711452,4709189,4708738,Not applicable,4708738
2022,2,North Carolina,June Employment,4694965,4706899,4704760,4704248,Not applicable,4704248
2022,2,North Carolina,Total Quarterly Wages,70758223731,70818244363,70782578636,70770071711,Not applicable,70770071711
2022,2,North Dakota,Quarterly Establishments,33901,33975,33973,33973,Not applicable,33973
2022,2,North Dakota,April Employment,404704,404966,404966,404966,Not applicable,404966
2022,2,North Dakota,May Employment,412541,412869,412869,412869,Not applicable,412869
2022,2,North Dakota,June Employment,416901,418099,418099,418099,Not applicable,418099
2022,2,North Dakota,Total Quarterly Wages,6046388849,6048562008,6048562008,6048562008,Not applicable,6048562008
2022,2,Ohio,Quarterly Establishments,322710,324748,324743,324745,Not applicable,324745
2022,2,Ohio,April Employment,5371672,5374857,5373827,5374002,Not applicable,5374002
2022,2,Ohio,May Employment,5420050,5421787,5420692,5420770,Not applicable,5420770
2022,2,Ohio,June Employment,5404073,5426414,5427143,5428336,Not applicable,5428336
2022,2,Ohio,Total Quarterly Wages,79087172838,79113670758,79113296050,79106389297,Not applicable,79106389297
2022,2,Oklahoma,Quarterly Establishments,121907,121857,121853,121853,Not applicable,121853
2022,2,Oklahoma,April Employment,1615200,1618145,1618494,1618567,Not applicable,1618567
2022,2,Oklahoma,May Employment,1619546,1623167,1623595,1623668,Not applicable,1623668
2022,2,Oklahoma,June Employment,1610380,1617698,1618042,1618113,Not applicable,1618113
2022,2,Oklahoma,Total Quarterly Wages,21338236981,21378499913,21380135143,21385252684,Not applicable,21385252684
2022,2,Oregon,Quarterly Establishments,176749,178298,181078,181343,Not applicable,181343
2022,2,Oregon,April Employment,1939957,1941625,1943430,1945151,Not applicable,1945151
2022,2,Oregon,May Employment,1946375,1948640,1950956,1952628,Not applicable,1952628
2022,2,Oregon,June Employment,1956603,1963222,1966661,1968243,Not applicable,1968243
2022,2,Oregon,Total Quarterly Wages,31718666335,31742399336,31768073630,31788719203,Not applicable,31788719203
2022,2,Pennsylvania,Quarterly Establishments,387852,383092,383054,383054,Not applicable,383054
2022,2,Pennsylvania,April Employment,5842370,5842524,5842384,5842384,Not applicable,5842384
2022,2,Pennsylvania,May Employment,5882970,5883284,5883284,5883284,Not applicable,5883284
2022,2,Pennsylvania,June Employment,5901290,5902686,5902976,5902976,Not applicable,5902976
2022,2,Pennsylvania,Total Quarterly Wages,95646814450,95641038211,95639072395,95639072395,Not applicable,95639072395
2022,2,Rhode Island,Quarterly Establishments,45702,45921,45925,45927,Not applicable,45927
2022,2,Rhode Island,April Employment,479741,480428,480428,480426,Not applicable,480426
2022,2,Rhode Island,May Employment,484895,485325,485326,485324,Not applicable,485324
2022,2,Rhode Island,June Employment,488620,492256,492256,492254,Not applicable,492254
2022,2,Rhode Island,Total Quarterly Wages,7730032813,7737524812,7737226435,7737144222,Not applicable,7737144222
2022,2,South Carolina,Quarterly Establishments,162660,163236,163237,163237,Not applicable,163237
2022,2,South Carolina,April Employment,2170908,2171532,2172327,2172517,Not applicable,2172517
2022,2,South Carolina,May Employment,2183196,2184527,2185469,2185677,Not applicable,2185677
2022,2,South Carolina,June Employment,2170711,2186569,2187454,2187684,Not applicable,2187684
2022,2,South Carolina,Total Quarterly Wages,29501947332,29516261242,29524172292,29524033685,Not applicable,29524033685
2022,2,South Dakota,Quarterly Establishments,38438,38380,38381,38382,Not applicable,38382
2022,2,South Dakota,April Employment,437829,437861,437855,437862,Not applicable,437862
2022,2,South Dakota,May Employment,446182,446195,446185,446192,Not applicable,446192
2022,2,South Dakota,June Employment,454026,454236,454587,454594,Not applicable,454594
2022,2,South Dakota,Total Quarterly Wages,5780543464,5781415541,5781347522,5781377878,Not applicable,5781377878
